Jrk nr,Maakond,G01Q02Klass. Mitmendas klassis õpib Teie laps?,"G01Q03. Kas olete teadlik, et Teie lapse koolis rakendatakse koolikava (koolipiima ning koolipuu- ja köögivilja programm)?",G01Q14. Kus Te elate?,"G02Q04SuuakseKV[1]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 1]","G02Q04SuuakseKV[2]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 2]","G02Q04SuuakseKV[3]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 3]","G02Q04SuuakseKV[4]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 4]","G02Q04SuuakseKV[5]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 5]","G02Q05SuuakseMarjad[1]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 1]","G02Q05SuuakseMarjad[2]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 2]","G02Q05SuuakseMarjad[3]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 3]","G02Q05SuuakseMarjad[4]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 4]","G02Q05SuuakseMarjad[5]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 5]","G02Q06SuuaksePiim[1]. Palun hinnake, milliseid piimatooteid süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 3 toodet.  [Järjestus 1]","G02Q06SuuaksePiim[2]. Palun hinnake, milliseid piimatooteid süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 3 toodet.  [Järjestus 2]","G02Q06SuuaksePiim[3]. Palun hinnake, milliseid piimatooteid süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 3 toodet.  [Järjestus 3]","G02Q07Suuakse[SQ001]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Värsked puuviljad]","G02Q07Suuakse[SQ002]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Värsked köögiviljad ]","G02Q07Suuakse[SQ003]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Värsked või eelnevalt külmutatud marjad ]","G02Q07Suuakse[SQ004]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Joogipiim]","G02Q07Suuakse[SQ005]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Keefir]","G02Q07Suuakse[SQ006]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Hapupiim]","G02Q07Suuakse[SQ007]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Pett]","G02Q07Suuakse[SQ008]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Jogurt]",G03Q8Muutus[SQ001]. Milliseid muutusi olete märganud oma lapse toitumisharjumustes​​​ viimase aasta jooksul?  [Köögivilja osas],G03Q8Muutus[SQ002]. Milliseid muutusi olete märganud oma lapse toitumisharjumustes​​​ viimase aasta jooksul?  [Puuvilja osas],G03Q8Muutus[SQ003]. Milliseid muutusi olete märganud oma lapse toitumisharjumustes​​​ viimase aasta jooksul?  [Piimatoodete osas],"G03Q10Sagedus. Palun hinnake, kui sagedasti räägite oma lapsega tervislikust toitumisest?","G02Q12Vajalikkus[SQ001]. Palun hinnake, kui vajalikuks peate koolikava läbiviimist Teie lapse koolis?  [Koolipiimakava]","G02Q12Vajalikkus[SQ002]. Palun hinnake, kui vajalikuks peate koolikava läbiviimist Teie lapse koolis?  [Koolipuuvilja ja -köögiviljakava]","G02Q12Vajalikkus[SQ003]. Palun hinnake, kui vajalikuks peate koolikava läbiviimist Teie lapse koolis?  [Kaasnevad haridusmeetmed]"
355,Põlvamaa,8. klassis,Ei ole,Linnas,Kurk,Nuikapsas ,Porgand,Peet,Tomat,Maasikad,Mustikad,Punased sõstrad,Vaarikad,Õun,Joogipiim,Jogurt,Keefir,5-6 päeval nädalas,1-2 korda nädalas,Iga päev,Iga päev,3-4 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Sööb pigem vähem,Ei ole muutusi,Sööb pigem rohkem,Mitu korda nädalas,Väga vajalik,Väga vajalik,Väga vajalik
356,Jõgevamaa,8. klassis,"Jah, olen",Linnas,Leht- ja peasalat,Kurk,Paprika,Porgand,"Suvikõrvits, kabatšokk",Vaarikad,Maasikad,Mustikad,Mustad sõstrad,Õun,Jogurt,Keefir,,5-6 päeval nädalas,5-6 päeval nädalas,1-2 korda nädalas,Ei söö/joo üldse,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Sööb pigem vähem,Mitu korda nädalas,Pigem ebavajalik,Väga vajalik,Väga vajalik
358,Tartumaa,4. klassis,"Jah, olen",Linna lähikonnas,Kurk,Hiina kapsas,Peet,Porgand,Tomat,Maasikad,Pirn,Õun,Mustikad,Kirsid,Joogipiim,Keefir,Jogurt,Iga päev,Iga päev,1-2 korda nädalas,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Sööb pigem vähem,Sööb pigem vähem,Sööb pigem rohkem,Mitu korda nädalas,Väga vajalik,Väga vajalik,Väga vajalik
359,Põlvamaa,8. klassis,"Jah, olen",Maal,Kurk,Porgand,Tomat,"Kapsas (valge, punane) ",Peet,Õun,Kirsid,Vaarikad,Maasikad,Murakad,Joogipiim,Jogurt,Keefir,5-6 päeval nädalas,5-6 päeval nädalas,Iga päev,Iga päev,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem vajalik,Pigem vajalik,Pigem vajalik
360,Põlvamaa,8. klassis,"Jah, olen",Maal,Herned,Kurk,Porgand,Tomat,Sibul,Õun,Vaarikad,Mustikad,Kirsid,Maasikad,Jogurt,Hapupiim,Joogipiim,Paar korda kuus,1-2 korda nädalas,1-2 korda nädalas,3-4 päeval nädalas,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Sööb pigem vähem,Sööb pigem rohkem,Sööb pigem vähem,Ei oska öelda,Pigem ebavajalik,Pigem ebavajalik,Pigem ebavajalik
362,Läänemaa,4. klassis,Ei ole,Linnas,Porgand,Paprika,Kurk,Hiina kapsas,Tomat,Maasikad,Punased sõstrad,Vaarikad,Mustikad,Õun,Joogipiim,,,3-4 päeval nädalas,1-2 korda nädalas,3-4 päeval nädalas,Iga päev,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem vajalik,Pigem vajalik,Pigem vajalik
363,Hiiumaa,4. klassis,"Jah, olen",Linnas,Lillkapsas,Baklažaan,Paprika,Porgand,Kurk,Maasikad,Mustikad,Pirn,Vaarikad,Õun,Joogipiim,Jogurt,Keefir,1-2 korda nädalas,3-4 päeval nädalas,Paar korda kuus,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Iga päev,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda kuus,Väga vajalik,Väga vajalik,Väga vajalik
364,Läänemaa,4. klassis,Ei oska öelda,Linnas,Kurk,Porgand,Nuikapsas ,Lillkapsas,Spargelkapsas ehk brokoli,Mustikad,Õun,Kirsid,Vaarikad,Punased sõstrad,Joogipiim,Jogurt,Keefir,Iga päev,5-6 päeval nädalas,Paar korda kuus,5-6 päeval nädalas,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Kord nädalas,Pigem vajalik,Väga vajalik,Väga vajalik
365,Hiiumaa,4. klassis,"Jah, olen",Linnas,Kurk,Tomat,Paprika,Porgand,,Õun,Pirn,Vaarikad,Maasikad,Mustad sõstrad,Jogurt,Joogipiim,Keefir,1-2 korda nädalas,1-2 korda nädalas,Paar korda kuus,1-2 korda nädalas,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Sööb pigem vähem,Ei ole muutusi,Ei ole muutusi,Mitu korda nädalas,Pigem vajalik,Pigem vajalik,Väga vajalik
367,Hiiumaa,4. klassis,"Jah, olen",Linnas,Kurk,Porgand,Tomat,Lehtkapsas ,Redis,Maasikad,Mustikad,Õun,Pirn,Vaarikad,Joogipiim,Jogurt,,3-4 päeval nädalas,1-2 korda nädalas,3-4 päeval nädalas,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Sööb pigem vähem,Sööb pigem rohkem,Sööb pigem rohkem,Kord kuus,Pigem vajalik,Pigem vajalik,Pigem vajalik
368,Hiiumaa,4. klassis,"Jah, olen",Maal,Kurk,Porgand,Paprika,Nuikapsas ,Lillkapsas,Maasikad,Karusmarjad (tikrid),Kirsid,Mustad sõstrad,Mustikad,Joogipiim,Keefir,Jogurt,1-2 korda nädalas,Paar korda kuus,1-2 korda nädalas,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Sööb palju rohkem,Sööb pigem rohkem,Ei ole muutusi,Kord kuus,Pigem vajalik,Pigem vajalik,Pigem vajalik
369,Harjumaa,4. klassis,Ei ole,Maal,Kurk,Tomat,Porgand,Lillkapsas,Sibul,Õun,Maasikad,Mustikad,Pirn,Ploomid,Joogipiim,Jogurt,,Iga päev,Iga päev,Paar korda kuus,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Sööb pigem rohkem,Ei oska öelda,Väga vajalik,Väga vajalik,Väga vajalik
371,Hiiumaa,4. klassis,"Jah, olen",Linnas,Tomat,Kurk,Paprika,Leht- ja peasalat,"Suvikõrvits, kabatšokk",Maasikad,Vaarikad,Kirsid,Õun,Mustad sõstrad,Joogipiim,Keefir,Jogurt,Iga päev,5-6 päeval nädalas,1-2 korda nädalas,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Sööb pigem rohkem,Ei ole muutusi,Ei ole muutusi,Mitu korda nädalas,Pigem vajalik,Pigem vajalik,Pigem vajalik
372,Hiiumaa,4. klassis,"Jah, olen",Maal,Kurk,Paprika,Porgand,Herned,"Kapsas (valge, punane) ",Mustikad,Maasikad,Vaarikad,Kirsid,Õun,Jogurt,,,5-6 päeval nädalas,5-6 päeval nädalas,1-2 korda nädalas,1-2 korda nädalas,1-2 korda nädalas,Ei söö/joo üldse,Paar korda kuus,Iga päev,Ei ole muutusi,Ei ole muutusi,Sööb pigem vähem,Mitu korda kuus,Pigem vajalik,Väga vajalik,Väga vajalik
373,Harjumaa,4. klassis,Ei ole,Maal,Kurk,Leht- ja peasalat,Paprika,Sibul,Tomat,Kirsid,Maasikad,Mustikad,Ploomid,Vaarikad,Joogipiim,Jogurt,Keefir,1-2 korda nädalas,3-4 päeval nädalas,Paar korda kuus,3-4 päeval nädalas,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda nädalas,Pigem vajalik,Pigem vajalik,Pigem vajalik
375,Läänemaa,4. klassis,"Jah, olen",Linnas,Porgand,Tomat,Kurk,Herned,Paprika,Maasikad,Õun,Mustikad,Mustad sõstrad,Ploomid,Jogurt,Joogipiim,,5-6 päeval nädalas,5-6 päeval nädalas,3-4 päeval nädalas,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Vähemalt kord päevas,Pigem vajalik,Väga vajalik,Väga vajalik
376,Harjumaa,4. klassis,"Jah, olen",Maal,Kurk,Tomat,Porgand,Leht- ja peasalat,Spargelkapsas ehk brokoli,Õun,Pirn,Maasikad,Mustikad,Vaarikad,Joogipiim,Keefir,Hapupiim,5-6 päeval nädalas,3-4 päeval nädalas,3-4 päeval nädalas,Iga päev,5-6 päeval nädalas,5-6 päeval nädalas,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda nädalas,Väga vajalik,Väga vajalik,Väga vajalik
377,Harjumaa,4. klassis,"Jah, olen",Maal,Kurk,Kõrvits ,Lillkapsas,Paprika,Porgand,Maasikad,Mustikad,Õun,Jõhvikad,Pirn,Keefir,Joogipiim,Jogurt,Iga päev,Iga päev,3-4 päeval nädalas,Iga päev,3-4 päeval nädalas,Paar korda kuus,Paar korda kuus,3-4 päeval nädalas,Sööb pigem rohkem,Sööb pigem vähem,Sööb pigem vähem,Mitu korda kuus,Pigem vajalik,Pigem vajalik,Väga vajalik
379,Hiiumaa,4. klassis,"Jah, olen",Linnas,Kaalikas,Kurk,"Kapsas (valge, punane) ",Kõrvits ,Porgand,Maasikad,Mustikad,Vaarikad,Õun,Mustad sõstrad,Joogipiim,Jogurt,,Iga päev,5-6 päeval nädalas,5-6 päeval nädalas,3-4 päeval nädalas,Paar korda kuus,Paar korda kuus,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem vajalik,Väga vajalik,Väga vajalik
380,Hiiumaa,4. klassis,"Jah, olen",Linnas,Kurk,Lillkapsas,Spargelkapsas ehk brokoli,Porgand,Kõrvits ,Maasikad,Mustikad,Õun,Ploomid,Pirn,Joogipiim,Keefir,Jogurt,Iga päev,3-4 päeval nädalas,Paar korda kuus,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,5-6 päeval nädalas,Sööb pigem vähem,Sööb pigem rohkem,Sööb pigem rohkem,Kord nädalas,Pigem vajalik,Väga vajalik,Väga vajalik
381,Hiiumaa,4. klassis,"Jah, olen",Linnas,Kurk,Lillkapsas,Paprika,Tomat,Porgand,Maasikad,Mustikad,Ploomid,Vaarikad,Õun,Jogurt,Joogipiim,,3-4 päeval nädalas,3-4 päeval nädalas,1-2 korda nädalas,3-4 päeval nädalas,Ei oska öelda,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem vajalik,Pigem vajalik,Pigem vajalik
383,Hiiumaa,4. klassis,"Jah, olen",Linnas,Kurk,Nuikapsas ,Porgand,Tomat,,Kirsid,Maasikad,Mustikad,Õun,Vaarikad,Joogipiim,,,5-6 päeval nädalas,5-6 päeval nädalas,3-4 päeval nädalas,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Kord nädalas,Väga vajalik,Väga vajalik,Väga vajalik
384,Hiiumaa,4. klassis,Ei ole,Linnas,Herned,Kurk,Nuikapsas ,Lillkapsas,Porgand,Karusmarjad (tikrid),Maasikad,Ploomid,Mustikad,Vaarikad,Joogipiim,Jogurt,Keefir,Iga päev,1-2 korda nädalas,3-4 päeval nädalas,Iga päev,1-2 korda nädalas,Paar korda kuus,Ei söö/joo üldse,Paar korda kuus,Sööb pigem vähem,Sööb pigem vähem,Sööb palju rohkem,Ei oska öelda,Väga vajalik,Väga vajalik,Väga vajalik
385,Harjumaa,4. klassis,"Jah, olen",Maal,Kurk,Tomat,Porgand,Sibul,Herned,Maasikad,Õun,Mustad sõstrad,Vaarikad,Punased sõstrad,Joogipiim,Jogurt,Keefir,5-6 päeval nädalas,5-6 päeval nädalas,5-6 päeval nädalas,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,5-6 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda kuus,Pigem vajalik,Pigem vajalik,Pigem vajalik
387,Hiiumaa,4. klassis,"Jah, olen",Linnas,Lillkapsas,Porgand,Tomat,Kurk,Redis,Maasikad,Mustad sõstrad,Mustikad,Vaarikad,Õun,Joogipiim,Keefir,Jogurt,3-4 päeval nädalas,3-4 päeval nädalas,Paar korda kuus,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,5-6 päeval nädalas,Sööb pigem rohkem,Sööb pigem rohkem,Sööb palju rohkem,Mitu korda nädalas,Väga vajalik,Väga vajalik,Väga vajalik
388,Harjumaa,4. klassis,Ei oska öelda,Maal,Oad,Kurk,Herned,Kaalikas,Lillkapsas,Maasikad,Vaarikad,Kirsid,Astelpaju marjad,Jõhvikad,Joogipiim,Keefir,Jogurt,Iga päev,Iga päev,Iga päev,Iga päev,Iga päev,Ei oska öelda,Ei oska öelda,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem vajalik,Väga vajalik,Pigem vajalik
389,Harjumaa,4. klassis,"Jah, olen",Maal,Porgand,Kurk,Paprika,Lillkapsas,Tomat,Õun,Pirn,Maasikad,Mustikad,Mustad sõstrad,Joogipiim,Jogurt,Keefir,Iga päev,3-4 päeval nädalas,3-4 päeval nädalas,Iga päev,Paar korda kuus,Ei oska öelda,Ei oska öelda,3-4 päeval nädalas,Sööb pigem rohkem,Sööb pigem rohkem,Ei ole muutusi,Vähemalt kord päevas,Väga vajalik,Väga vajalik,Väga vajalik
391,Viljandimaa,4. klassis,"Jah, olen",Maal,"Kapsas (valge, punane) ",Herned,Leht- ja peasalat,Kurk,Lillkapsas,Karusmarjad (tikrid),Maasikad,Mustad sõstrad,Mustikad,Vaarikad,Joogipiim,Keefir,Jogurt,Iga päev,Ei oska öelda,Paar korda kuus,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Sööb palju rohkem,Sööb pigem rohkem,Sööb pigem vähem,Ei oska öelda,Pigem vajalik,Väga vajalik,Väga vajalik
392,Hiiumaa,4. klassis,"Jah, olen",Linnas,Herned,Kaalikas,Kurk,Nuikapsas ,Paprika,Kirsid,,,,,Joogipiim,,,5-6 päeval nädalas,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Ei oska öelda,1-2 korda nädalas,Iga päev,1-2 korda nädalas,Ei oska öelda,Ei ole muutusi,Sööb pigem rohkem,,,,
393,Hiiumaa,4. klassis,"Jah, olen",Linnas,Kurk,Tomat,Sibul,Porgand,Peet,Maasikad,Mustikad,Õun,Vaarikad,Ploomid,Joogipiim,Jogurt,Hapupiim,5-6 päeval nädalas,Iga päev,1-2 korda nädalas,Iga päev,Paar korda kuus,Paar korda kuus,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda nädalas,Täiesti ebavajalik,Pigem vajalik,Pigem vajalik
395,Hiiumaa,4. klassis,"Jah, olen",Linnas,Kurk,Porgand,Tomat,Lillkapsas,Paprika,Maasikad,Vaarikad,Õun,Karusmarjad (tikrid),Mustikad,Jogurt,Joogipiim,,Iga päev,Iga päev,1-2 korda nädalas,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda nädalas,Pigem ebavajalik,Väga vajalik,Pigem vajalik
396,Hiiumaa,4. klassis,"Jah, olen",Linnas,Kurk,Porgand,Lillkapsas,Redis,Paprika,Maasikad,Õun,Pirn,Vaarikad,Mustikad,Joogipiim,Keefir,Jogurt,5-6 päeval nädalas,5-6 päeval nädalas,1-2 korda nädalas,5-6 päeval nädalas,Paar korda kuus,Ei oska öelda,Ei oska öelda,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Kord nädalas,Väga vajalik,Väga vajalik,Väga vajalik
397,Tartumaa,8. klassis,Ei ole,Linna lähikonnas,Tomat,Kurk,Porgand,Sibul,Lillkapsas,Õun,Pirn,Mustikad,Kirsid,Vaarikad,Joogipiim,Jogurt,Keefir,3-4 päeval nädalas,Paar korda kuus,1-2 korda nädalas,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Sööb pigem rohkem,Ei ole muutusi,Mitu korda nädalas,Väga vajalik,Väga vajalik,Väga vajalik
399,Hiiumaa,4. klassis,"Jah, olen",Linnas,Kurk,Tomat,Herned,Lillkapsas,Porgand,Maasikad,Vaarikad,Õun,Kirsid,Mustikad,Joogipiim,Keefir,Jogurt,Iga päev,3-4 päeval nädalas,Paar korda kuus,Iga päev,3-4 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Sööb pigem rohkem,Sööb palju rohkem,Kord nädalas,Väga vajalik,Väga vajalik,Väga vajalik
400,Hiiumaa,4. klassis,"Jah, olen",Linnas,Porgand,Paprika,Leht- ja peasalat,Kurk,Nuikapsas ,Vaarikad,Õun,Maasikad,Mustikad,Pirn,Joogipiim,Jogurt,,5-6 päeval nädalas,3-4 päeval nädalas,1-2 korda nädalas,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Sööb pigem vähem,Ei ole muutusi,Ei ole muutusi,Kord kuus,Väga vajalik,Väga vajalik,Väga vajalik
401,Põlvamaa,8. klassis,"Jah, olen",Maal,Kurk,Tomat,Herned,Porgand,"Kapsas (valge, punane) ",Maasikad,Kirsid,Mustad sõstrad,Pirn,Ploomid,Joogipiim,Hapupiim,Jogurt,1-2 korda nädalas,1-2 korda nädalas,1-2 korda nädalas,Iga päev,3-4 päeval nädalas,Paar korda kuus,Paar korda kuus,1-2 korda nädalas,Sööb pigem vähem,Ei ole muutusi,Ei ole muutusi,Vähemalt kord päevas,Väga vajalik,Väga vajalik,Väga vajalik
402,Hiiumaa,4. klassis,"Jah, olen",Linnas,Kurk,Porgand,Nuikapsas ,Kaalikas,,Õun,Ploomid,Vaarikad,Maasikad,,Jogurt,Joogipiim,,3-4 päeval nädalas,1-2 korda nädalas,Paar korda kuus,1-2 korda nädalas,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Sööb palju rohkem,Ei ole muutusi,Kord nädalas,Pigem vajalik,Väga vajalik,Väga vajalik
404,Raplamaa,4. klassis,Ei ole,Maal,Kurk,Tomat,Porgand,Paprika,Hiina kapsas,Maasikad,Mustikad,Õun,Mustad sõstrad,Vaarikad,Joogipiim,Jogurt,Keefir,3-4 päeval nädalas,3-4 päeval nädalas,3-4 päeval nädalas,5-6 päeval nädalas,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Sööb pigem rohkem,Sööb pigem rohkem,Ei ole muutusi,Ei oska öelda,Pigem vajalik,Pigem vajalik,Pigem vajalik
405,Raplamaa,8. klassis,Ei ole,Maal,Kurk,Tomat,Porgand,Paprika,Hiina kapsas,Maasikad,Mustikad,Õun,Mustad sõstrad,Vaarikad,Joogipiim,Jogurt,Keefir,3-4 päeval nädalas,3-4 päeval nädalas,3-4 päeval nädalas,5-6 päeval nädalas,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Sööb pigem rohkem,Sööb pigem rohkem,Ei oska öelda,Pigem vajalik,Pigem vajalik,Pigem vajalik
406,Raplamaa,4. klassis,"Jah, olen",Linna lähikonnas,Porgand,Peet,Paprika,Herned,Kurk,Mustikad,Maasikad,Pirn,Vaarikad,Õun,Joogipiim,Keefir,Jogurt,5-6 päeval nädalas,3-4 päeval nädalas,1-2 korda nädalas,Iga päev,1-2 korda nädalas,Paar korda kuus,Paar korda kuus,1-2 korda nädalas,Sööb pigem rohkem,Ei ole muutusi,Ei ole muutusi,Kord kuus,Pigem vajalik,Pigem vajalik,Väga vajalik
408,Raplamaa,8. klassis,Ei ole,Maal,Hiina kapsas,"Kapsas (valge, punane) ",Kurk,Kõrvits ,Tomat,Jõhvikad,Karusmarjad (tikrid),Kirsid,Maasikad,Mustad sõstrad,Joogipiim,Keefir,Jogurt,Iga päev,3-4 päeval nädalas,Paar korda kuus,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Sööb pigem rohkem,Sööb pigem vähem,Kord kuus,Pigem vajalik,Pigem vajalik,Pigem vajalik
409,Raplamaa,8. klassis,Ei ole,Maal,Kurk,Paprika,Porgand,Tomat,Sibul,Maasikad,Mustikad,Pirn,Mustad sõstrad,Õun,Keefir,Jogurt,,Iga päev,Iga päev,3-4 päeval nädalas,Ei söö/joo üldse,1-2 korda nädalas,1-2 korda nädalas,Ei söö/joo üldse,Paar korda kuus,Sööb pigem vähem,Ei ole muutusi,Sööb pigem vähem,Vähemalt kord päevas,Täiesti ebavajalik,Väga vajalik,Väga vajalik
410,Raplamaa,8. klassis,"Jah, olen",Maal,Kurk,Leht- ja peasalat,Paprika,Sibul,Tomat,Maasikad,Mustikad,Pirn,Õun,Mustad sõstrad,Jogurt,,,Iga päev,Iga päev,1-2 korda nädalas,1-2 korda nädalas,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Sööb palju rohkem,Sööb pigem rohkem,Ei ole muutusi,Kord nädalas,Pigem vajalik,Pigem vajalik,Pigem vajalik
412,Läänemaa,4. klassis,"Jah, olen",Linnas,Tomat,Kurk,Paprika,Lillkapsas,Porgand,Maasikad,Mustad sõstrad,Mustikad,Õun,Pirn,Joogipiim,Jogurt,Keefir,Iga päev,5-6 päeval nädalas,3-4 päeval nädalas,Iga päev,1-2 korda nädalas,Ei oska öelda,Ei oska öelda,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Väga vajalik,Väga vajalik,Väga vajalik
413,Raplamaa,4. klassis,Ei oska öelda,Maal,Kurk,Tomat,Porgand,Paprika,Herned,Maasikad,Õun,Punased sõstrad,Vaarikad,Mustikad,Joogipiim,Jogurt,Keefir,1-2 korda nädalas,1-2 korda nädalas,1-2 korda nädalas,5-6 päeval nädalas,Ei oska öelda,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Sööb pigem rohkem,Sööb pigem rohkem,Sööb pigem rohkem,Kord kuus,Väga vajalik,Väga vajalik,Väga vajalik
